Time(s)  1ch(mV)  2ch(mV)  3ch(mV)
1.716000    0.01   -0.10   -0.08
1.717000    0.02   -0.10   -0.08
1.718000    0.02   -0.09   -0.08
1.719000    0.01   -0.09   -0.07
1.720000    0.01   -0.08   -0.07
1.721000    0.02   -0.08   -0.06
1.722000    0.02   -0.08   -0.06
1.723000    0.02   -0.08   -0.06
1.724000    0.02   -0.07   -0.06
1.725000    0.02   -0.07   -0.06
1.726000    0.01   -0.08   -0.06
1.727000    0.01   -0.08   -0.06
1.728000    0.02   -0.08   -0.07
1.729000    0.03   -0.08   -0.07
1.730000    0.03   -0.08   -0.08
1.731000    0.04   -0.08   -0.08
1.732000    0.04   -0.08   -0.08
1.733000    0.04   -0.08   -0.09
1.734000    0.04   -0.08   -0.09
1.735000    0.05   -0.08   -0.09
1.736000    0.05   -0.07   -0.09
1.737000    0.06   -0.07   -0.09
1.738000    0.06   -0.07   -0.09
1.739000    0.05   -0.07   -0.09
1.740000    0.05   -0.06   -0.09
1.741000    0.06   -0.05   -0.08
1.742000    0.07   -0.05   -0.08
1.743000    0.06   -0.05   -0.09
1.744000    0.06   -0.05   -0.08
1.745000    0.06   -0.05   -0.08
1.746000    0.05   -0.05   -0.08
1.747000    0.05   -0.05   -0.07
1.748000    0.06   -0.05   -0.07
1.749000    0.06   -0.05   -0.08
1.750000    0.06   -0.05   -0.08
1.751000    0.06   -0.05   -0.09
1.752000    0.06   -0.05   -0.09
1.753000    0.07   -0.05   -0.10
1.754000    0.08   -0.05   -0.10
1.755000    0.09   -0.04   -0.10
1.756000    0.10   -0.03   -0.11
1.757000    0.11   -0.03   -0.10
1.758000    0.11   -0.03   -0.11
1.759000    0.10   -0.02   -0.10
1.760000    0.10   -0.01   -0.09
1.761000    0.10   -0.01   -0.08
1.762000    0.09   -0.00   -0.07
1.763000    0.09   -0.00   -0.07
1.764000    0.09    0.00   -0.06
1.765000    0.09   -0.00   -0.06
1.766000    0.07   -0.01   -0.06
1.767000    0.07   -0.02   -0.06
1.768000    0.07   -0.02   -0.07
1.769000    0.08   -0.03   -0.08
1.770000    0.09   -0.03   -0.09
1.771000    0.09   -0.03   -0.10
1.772000    0.10   -0.03   -0.09
1.773000    0.10   -0.02   -0.10
1.774000    0.11   -0.02   -0.10
1.775000    0.12   -0.02   -0.10
1.776000    0.12   -0.01   -0.10
1.777000    0.12   -0.01   -0.10
1.778000    0.12   -0.01   -0.10
1.779000    0.12   -0.00   -0.09
1.780000    0.12    0.00   -0.09
1.781000    0.13    0.01   -0.09
1.782000    0.13    0.02   -0.08
1.783000    0.13    0.02   -0.07
1.784000    0.12    0.02   -0.07
1.785000    0.11    0.02   -0.07
1.786000    0.11    0.01   -0.07
1.787000    0.11    0.01   -0.07
1.788000    0.12    0.02   -0.07
1.789000    0.12    0.01   -0.07
1.790000    0.11    0.01   -0.07
1.791000    0.11   -0.00   -0.08
1.792000    0.12   -0.00   -0.08
1.793000    0.12    0.00   -0.08
1.794000    0.12    0.01   -0.08
1.795000    0.13    0.02   -0.07
1.796000    0.13    0.02   -0.08
1.797000    0.14    0.02   -0.09
1.798000    0.13    0.01   -0.09
1.799000    0.14    0.02   -0.09
1.800000    0.14    0.02   -0.09
1.801000    0.14    0.02   -0.08
1.802000    0.14    0.02   -0.08
1.803000    0.14    0.02   -0.08
1.804000    0.13    0.02   -0.08
1.805000    0.12    0.02   -0.07
1.806000    0.12    0.02   -0.08
1.807000    0.13    0.02   -0.08
1.808000    0.14    0.03   -0.08
1.809000    0.15    0.03   -0.08
1.810000    0.15    0.03   -0.09
1.811000    0.15    0.03   -0.09
1.812000    0.15    0.03   -0.09
1.813000    0.15    0.02   -0.10
1.814000    0.16    0.02   -0.11
1.815000    0.18    0.02   -0.12
1.816000    0.18    0.03   -0.12
1.817000    0.18    0.03   -0.12
1.818000    0.18    0.03   -0.12
1.819000    0.17    0.03   -0.11
1.820000    0.18    0.04   -0.11
1.821000    0.17    0.05   -0.10
1.822000    0.17    0.06   -0.09
1.823000    0.17    0.06   -0.09
1.824000    0.17    0.05   -0.09
1.825000    0.16    0.05   -0.08
1.826000    0.15    0.04   -0.09
1.827000    0.15    0.04   -0.09
1.828000    0.17    0.05   -0.09
1.829000    0.17    0.05   -0.10
1.830000    0.17    0.05   -0.10
1.831000    0.17    0.05   -0.10
1.832000    0.18    0.05   -0.10
1.833000    0.18    0.05   -0.11
1.834000    0.19    0.05   -0.11
1.835000    0.19    0.06   -0.11
1.836000    0.19    0.05   -0.11
1.837000    0.19    0.05   -0.11
1.838000    0.17    0.04   -0.11
1.839000    0.17    0.04   -0.11
1.840000    0.18    0.05   -0.11
1.841000    0.19    0.07   -0.10
1.842000    0.21    0.09   -0.10
1.843000    0.21    0.09   -0.11
1.844000    0.22    0.09   -0.11
1.845000    0.22    0.09   -0.11
1.846000    0.22    0.08   -0.11
1.847000    0.22    0.08   -0.11
1.848000    0.22    0.09   -0.11
1.849000    0.22    0.09   -0.11
1.850000    0.21    0.08   -0.11
1.851000    0.22    0.08   -0.12
1.852000    0.23    0.08   -0.12
1.853000    0.23    0.07   -0.13
1.854000    0.23    0.07   -0.12
1.855000    0.24    0.08   -0.12
1.856000    0.24    0.09   -0.12
1.857000    0.25    0.10   -0.12
1.858000    0.25    0.10   -0.13
1.859000    0.24    0.10   -0.12
1.860000    0.25    0.11   -0.11
1.861000    0.25    0.11   -0.11
1.862000    0.24    0.11   -0.10
1.863000    0.25    0.12   -0.10
1.864000    0.24    0.12   -0.09
1.865000    0.23    0.11   -0.09
1.866000    0.23    0.11   -0.10
1.867000    0.24    0.11   -0.10
1.868000    0.24    0.11   -0.10
1.869000    0.26    0.11   -0.12
1.870000    0.26    0.10   -0.13
1.871000    0.26    0.10   -0.13
1.872000    0.27    0.10   -0.13
1.873000    0.27    0.10   -0.13
1.874000    0.27    0.10   -0.13
1.875000    0.28    0.11   -0.14
1.876000    0.29    0.11   -0.14
1.877000    0.28    0.11   -0.14
1.878000    0.27    0.11   -0.14
1.879000    0.27    0.11   -0.13
1.880000    0.28    0.12   -0.12
1.881000    0.29    0.13   -0.12
1.882000    0.28    0.14   -0.11
1.883000    0.28    0.14   -0.11
1.884000    0.27    0.13   -0.11
1.885000    0.26    0.12   -0.11
1.886000    0.26    0.12   -0.11
1.887000    0.26    0.12   -0.11
1.888000    0.28    0.13   -0.11
1.889000    0.28    0.13   -0.12
1.890000    0.29    0.13   -0.13
1.891000    0.29    0.12   -0.13
1.892000    0.29    0.12   -0.13
1.893000    0.30    0.13   -0.13
1.894000    0.30    0.14   -0.13
1.895000    0.30    0.14   -0.13
1.896000    0.30    0.14   -0.14
1.897000    0.31    0.14   -0.14
1.898000    0.31    0.14   -0.14
1.899000    0.31    0.15   -0.13
1.900000    0.31    0.16   -0.12
1.901000    0.31    0.16   -0.12
1.902000    0.31    0.17   -0.11
1.903000    0.30    0.17   -0.11
1.904000    0.29    0.16   -0.11
1.905000    0.28    0.15   -0.10
1.906000    0.28    0.15   -0.11
1.907000    0.28    0.15   -0.11
1.908000    0.29    0.15   -0.11
1.909000    0.29    0.15   -0.11
1.910000    0.28    0.14   -0.11
1.911000    0.28    0.14   -0.11
1.912000    0.28    0.14   -0.12
1.913000    0.28    0.14   -0.12
1.914000    0.29    0.14   -0.12
1.915000    0.30    0.14   -0.13
1.916000    0.30    0.14   -0.13
1.917000    0.30    0.14   -0.13
1.918000    0.29    0.14   -0.12
1.919000    0.29    0.15   -0.11
1.920000    0.29    0.16   -0.11
1.921000    0.29    0.16   -0.10
1.922000    0.28    0.17   -0.09
1.923000    0.28    0.18   -0.08
1.924000    0.27    0.17   -0.07
1.925000    0.25    0.16   -0.07
1.926000    0.25    0.16   -0.06
1.927000    0.25    0.16   -0.06
1.928000    0.24    0.16   -0.06
1.929000    0.25    0.16   -0.06
1.930000    0.23    0.16   -0.05
1.931000    0.23    0.16   -0.05
1.932000    0.22    0.15   -0.05
1.933000    0.21    0.15   -0.04
1.934000    0.21    0.15   -0.03
1.935000    0.21    0.15   -0.03
1.936000    0.21    0.15   -0.03
1.937000    0.21    0.14   -0.03
1.938000    0.20    0.13   -0.03
1.939000    0.19    0.13   -0.03
1.940000    0.19    0.13   -0.03
1.941000    0.18    0.13   -0.02
1.942000    0.17    0.12   -0.01
1.943000    0.16    0.12   -0.01
1.944000    0.15    0.11    0.00
1.945000    0.13    0.11    0.00
1.946000    0.12    0.10    0.01
1.947000    0.12    0.10    0.01
1.948000    0.11    0.10    0.02
1.949000    0.11    0.10    0.02
1.950000    0.10    0.09    0.02
1.951000    0.09    0.08    0.02
1.952000    0.08    0.07    0.02
1.953000    0.08    0.06    0.01
1.954000    0.09    0.06    0.01
1.955000    0.09    0.06    0.01
1.956000    0.08    0.05    0.01
1.957000    0.08    0.05    0.01
1.958000    0.06    0.03    0.00
1.959000    0.05    0.03    0.01
1.960000    0.05    0.03    0.01
1.961000    0.05    0.04    0.02
1.962000    0.05    0.04    0.03
1.963000    0.04    0.04    0.03
1.964000    0.03    0.04    0.04
1.965000    0.02    0.03    0.04
1.966000    0.02    0.03    0.04
1.967000    0.01    0.03    0.04
1.968000    0.01    0.03    0.04
1.969000    0.01    0.02    0.04
1.970000    0.01    0.01    0.03
1.971000    0.00   -0.00    0.03
1.972000   -0.01   -0.01    0.02
1.973000    0.00   -0.01    0.01
1.974000    0.01   -0.01    0.01
1.975000    0.02   -0.00    0.00
1.976000    0.02   -0.00    0.00
1.977000    0.03    0.00    0.00
1.978000    0.01   -0.01    0.00
1.979000    0.01   -0.01    0.01
1.980000    0.01   -0.00    0.02
1.981000    0.01    0.00    0.02
1.982000    0.01    0.01    0.02
1.983000   -0.00    0.01    0.03
1.984000   -0.01   -0.00    0.04
1.985000   -0.02   -0.00    0.04
1.986000   -0.02   -0.00    0.04
1.987000   -0.01   -0.01    0.03
1.988000   -0.00   -0.01    0.03
1.989000    0.00   -0.01    0.02
1.990000   -0.00   -0.01    0.02
1.991000   -0.00   -0.00    0.02
1.992000    0.00   -0.01    0.01
1.993000    0.00   -0.01    0.01
1.994000    0.01   -0.01    0.00
1.995000    0.02   -0.01   -0.00
1.996000    0.02   -0.00   -0.00
1.997000    0.02   -0.00    0.00
1.998000    0.02   -0.00    0.00
1.999000    0.02    0.00    0.00
2.000000    0.02    0.00    0.01
2.001000    0.02    0.01    0.01
2.002000    0.01    0.00    0.01
2.003000    0.01    0.00    0.02
2.004000    0.00   -0.01    0.01
2.005000   -0.00   -0.01    0.02
2.006000   -0.01   -0.01    0.03
2.007000   -0.01   -0.00    0.04
2.008000   -0.00    0.01    0.05
2.009000    0.00    0.01    0.04
2.010000    0.00    0.00    0.03
2.011000    0.00   -0.00    0.02
2.012000    0.00   -0.01    0.02
2.013000    0.00   -0.01    0.01
2.014000    0.00   -0.02    0.01
2.015000    0.01   -0.01    0.01
2.016000    0.02   -0.01    0.00
2.017000    0.02   -0.01    0.00
2.018000    0.02   -0.01   -0.00
2.019000    0.02   -0.01    0.00
2.020000    0.02    0.00    0.00
2.021000    0.02    0.00    0.01
2.022000    0.02    0.01    0.02
2.023000    0.02    0.01    0.02
2.024000    0.02    0.00    0.02
2.025000    0.01    0.01    0.02
2.026000    0.01   -0.00    0.01
2.027000    0.01   -0.01    0.02
2.028000    0.01   -0.01    0.02
2.029000    0.00    0.00    0.03
2.030000   -0.00   -0.00    0.03
2.031000   -0.00   -0.00    0.03
2.032000    0.00   -0.00    0.03
2.033000    0.01   -0.00    0.02
2.034000    0.02   -0.00    0.02
2.035000    0.02    0.00    0.01
2.036000    0.03    0.01    0.01
2.037000    0.03    0.01    0.02
2.038000    0.02    0.01    0.01
2.039000    0.02    0.01    0.02
2.040000    0.02    0.02    0.02
2.041000    0.03    0.02    0.03
2.042000    0.02    0.02    0.03
2.043000    0.02    0.03    0.04
2.044000    0.01    0.03    0.04
2.045000    0.00    0.02    0.04
2.046000    0.00    0.02    0.04
2.047000    0.00    0.02    0.04
2.048000    0.01    0.02    0.04
2.049000    0.02    0.02    0.04
2.050000    0.02    0.01    0.02
2.051000    0.02    0.01    0.02
2.052000    0.03    0.01    0.01
2.053000    0.03    0.01    0.01
2.054000    0.04    0.01    0.00
2.055000    0.04    0.02    0.00
2.056000    0.05    0.03    0.00
2.057000    0.05    0.03    0.00
2.058000    0.05    0.02   -0.00
2.059000    0.05    0.02    0.00
2.060000    0.05    0.03    0.01
2.061000    0.04    0.03    0.01
2.062000    0.04    0.03    0.02
2.063000    0.03    0.03    0.02
2.064000    0.03    0.03    0.02
2.065000    0.02    0.03    0.03
2.066000    0.01    0.03    0.03
2.067000    0.01    0.02    0.03
2.068000    0.01    0.02    0.03
2.069000    0.01    0.02    0.03
2.070000    0.01    0.01    0.03
2.071000    0.00    0.00    0.03
2.072000    0.00    0.01    0.02
2.073000    0.01    0.01    0.02
2.074000    0.03    0.02    0.02
2.075000    0.04    0.02    0.01
2.076000    0.05    0.02    0.00
2.077000    0.05    0.02    0.00
2.078000    0.05    0.02   -0.00
2.079000    0.05    0.03    0.00
2.080000    0.05    0.03    0.01
2.081000    0.04    0.04    0.01
2.082000    0.05    0.04    0.02
2.083000    0.04    0.05    0.03
2.084000    0.03    0.04    0.03
2.085000    0.03    0.04    0.03
2.086000    0.03    0.04    0.03
2.087000    0.03    0.04    0.03
2.088000    0.03    0.03    0.03
2.089000    0.03    0.03    0.03
2.090000    0.03    0.03    0.02
2.091000    0.03    0.02    0.01
2.092000    0.03    0.01    0.00
2.093000    0.03    0.00    0.00
2.094000    0.04    0.01    0.00
2.095000    0.05    0.01   -0.01
2.096000    0.06    0.01   -0.01
2.097000    0.06    0.02   -0.01
2.098000    0.06    0.02   -0.01
2.099000    0.06    0.03   -0.01
2.100000    0.05    0.03    0.00
2.101000    0.05    0.04    0.01
2.102000    0.05    0.04    0.02
2.103000    0.05    0.04    0.03
2.104000    0.03    0.04    0.03
2.105000    0.02    0.03    0.03
2.106000    0.02    0.02    0.03
2.107000    0.01    0.02    0.03
2.108000    0.03    0.02    0.02
2.109000    0.03    0.01    0.02
2.110000    0.03    0.01    0.01
2.111000    0.03    0.02    0.02
2.112000    0.03    0.02    0.02
2.113000    0.04    0.02    0.02
2.114000    0.05    0.03    0.01
2.115000    0.06    0.04    0.01
2.116000    0.06    0.04    0.01
2.117000    0.06    0.04    0.01
2.118000    0.06    0.03   -0.00
2.119000    0.06    0.03    0.00
2.120000    0.06    0.03    0.00
2.121000    0.05    0.03    0.01
2.122000    0.05    0.03    0.02
2.123000    0.05    0.03    0.02
2.124000    0.04    0.04    0.02
2.125000    0.03    0.03    0.02
2.126000    0.03    0.03    0.02
2.127000    0.03    0.02    0.02
2.128000    0.04    0.02    0.01
2.129000    0.04    0.02    0.01
2.130000    0.04    0.02    0.01
2.131000    0.04    0.01    0.00
2.132000    0.04    0.01    0.00
2.133000    0.04    0.01   -0.00
2.134000    0.06    0.02   -0.01
2.135000    0.07    0.03   -0.02
2.136000    0.08    0.03   -0.02
2.137000    0.08    0.04   -0.01
2.138000    0.07    0.03   -0.02
2.139000    0.07    0.03   -0.02
2.140000    0.07    0.03   -0.02
2.141000    0.06    0.03   -0.01
2.142000    0.05    0.03    0.00
2.143000    0.04    0.03    0.01
2.144000    0.03    0.03    0.02
2.145000    0.02    0.03    0.02
2.146000    0.02    0.03    0.03
2.147000    0.02    0.03    0.03
2.148000    0.03    0.03    0.03
2.149000    0.03    0.02    0.01
2.150000    0.04    0.02    0.01
2.151000    0.04    0.02    0.00
2.152000    0.03    0.01    0.00
2.153000    0.03    0.01    0.00
2.154000    0.04    0.02    0.00
2.155000    0.05    0.03   -0.00
2.156000    0.06    0.02   -0.01
2.157000    0.06    0.02   -0.01
2.158000    0.05    0.01   -0.01
2.159000    0.05    0.02   -0.00
2.160000    0.05    0.02    0.00
2.161000    0.05    0.03    0.01
2.162000    0.05    0.03    0.01
2.163000    0.04    0.03    0.02
2.164000    0.03    0.03    0.02
2.165000    0.03    0.03    0.02
2.166000    0.03    0.02    0.02
2.167000    0.03    0.03    0.02
2.168000    0.04    0.03    0.02
2.169000    0.04    0.02    0.01
2.170000    0.04    0.01    0.00
2.171000    0.04    0.01   -0.01
2.172000    0.05    0.01   -0.01
2.173000    0.06    0.02   -0.01
2.174000    0.07    0.02   -0.02
2.175000    0.08    0.02   -0.02
2.176000    0.08    0.03   -0.02
2.177000    0.08    0.03   -0.02
2.178000    0.07    0.02   -0.02
2.179000    0.06    0.03   -0.01
2.180000    0.06    0.03    0.00
2.181000    0.06    0.04    0.00
2.182000    0.06    0.04    0.01
2.183000    0.07    0.05    0.01
2.184000    0.06    0.04    0.02
2.185000    0.05    0.04    0.01
2.186000    0.04    0.03    0.02
2.187000    0.04    0.03    0.02
2.188000    0.04    0.02    0.01
2.189000    0.04    0.02    0.01
2.190000    0.04    0.02    0.00
2.191000    0.05    0.01   -0.00
2.192000    0.05    0.01   -0.01
2.193000    0.06    0.02   -0.01
2.194000    0.07    0.02   -0.02
2.195000    0.08    0.02   -0.02
2.196000    0.08    0.02   -0.03
2.197000    0.08    0.02   -0.02
2.198000    0.06    0.02   -0.01
2.199000    0.06    0.03    0.00
2.200000    0.06    0.04    0.00
2.201000    0.06    0.04    0.01
2.202000    0.06    0.04    0.01
2.203000    0.05    0.03    0.01
2.204000    0.05    0.03    0.01
2.205000    0.05    0.02    0.00
2.206000    0.04    0.02    0.00
2.207000    0.04    0.02    0.01
2.208000    0.05    0.03    0.01
2.209000    0.05    0.03    0.00
2.210000    0.05    0.03    0.00
2.211000    0.06    0.02   -0.01
2.212000    0.05    0.01   -0.01
2.213000    0.06    0.01   -0.01
2.214000    0.07    0.02   -0.02
2.215000    0.07    0.02   -0.02
2.216000    0.06    0.02   -0.02
2.217000    0.06    0.02   -0.02
2.218000    0.06    0.02   -0.01
2.219000    0.06    0.03   -0.01
2.220000    0.07    0.04   -0.00
2.221000    0.07    0.04   -0.00
2.222000    0.06    0.04    0.00
2.223000    0.06    0.03    0.00
2.224000    0.04    0.02   -0.00
2.225000    0.03    0.01   -0.00
2.226000    0.03    0.02    0.00
2.227000    0.04    0.01   -0.00
2.228000    0.05    0.02   -0.00
2.229000    0.05    0.02   -0.01
2.230000    0.05    0.01   -0.01
2.231000    0.06    0.01   -0.02
2.232000    0.06    0.01   -0.02
2.233000    0.07    0.02   -0.03
2.234000    0.08    0.02   -0.03
2.235000    0.09    0.03   -0.04
2.236000    0.09    0.03   -0.04
2.237000    0.09    0.04   -0.03
2.238000    0.08    0.04   -0.02
2.239000    0.07    0.05   -0.00
2.240000    0.07    0.05    0.01
2.241000    0.06    0.04    0.01
2.242000    0.05    0.04    0.01
2.243000    0.05    0.04    0.01
2.244000    0.05    0.04    0.01
2.245000    0.05    0.04    0.01
2.246000    0.04    0.03    0.01
2.247000    0.03    0.02    0.01
2.248000    0.05    0.03    0.01
2.249000    0.05    0.02    0.00
2.250000    0.05    0.01   -0.00
2.251000    0.05    0.01   -0.01
2.252000    0.05    0.01   -0.02
2.253000    0.06    0.01   -0.02
2.254000    0.07    0.02   -0.03
2.255000    0.08    0.02   -0.03
2.256000    0.08    0.02   -0.03
2.257000    0.09    0.02   -0.03
2.258000    0.08    0.01   -0.03
2.259000    0.08    0.03   -0.02
2.260000    0.07    0.03   -0.02
2.261000    0.07    0.03   -0.01
2.262000    0.06    0.04    0.00
2.263000    0.06    0.04    0.01
2.264000    0.05    0.03    0.01
2.265000    0.05    0.03    0.01
2.266000    0.05    0.03    0.00
2.267000    0.06    0.03    0.00
2.268000    0.06    0.03    0.00
2.269000    0.05    0.02   -0.00
2.270000    0.05    0.01   -0.01
2.271000    0.06    0.01   -0.02
2.272000    0.06    0.01   -0.02
2.273000    0.06    0.01   -0.02
2.274000    0.07    0.02   -0.03
2.275000    0.09    0.02   -0.02
2.276000    0.09    0.03   -0.02
2.277000    0.09    0.03   -0.03
2.278000    0.08    0.02   -0.03
2.279000    0.07    0.02   -0.02
2.280000    0.07    0.03   -0.01
2.281000    0.06    0.03    0.00
2.282000    0.06    0.04    0.00
2.283000    0.07    0.04    0.00
2.284000    0.06    0.04    0.01
2.285000    0.05    0.04    0.02
2.286000    0.04    0.04    0.02
2.287000    0.03    0.03    0.02
2.288000    0.04    0.03    0.01
2.289000    0.04    0.02    0.00
2.290000    0.04    0.01    0.00
2.291000    0.05    0.01   -0.01
2.292000    0.06    0.00   -0.02
2.293000    0.06    0.00   -0.03
2.294000    0.07    0.00   -0.03
2.295000    0.07    0.01   -0.04
2.296000    0.08    0.02   -0.03
2.297000    0.08    0.02   -0.03
2.298000    0.07    0.03   -0.02
2.299000    0.07    0.03   -0.02
2.300000    0.08    0.04   -0.01
2.301000    0.08    0.05   -0.01
2.302000    0.08    0.06    0.00
2.303000    0.08    0.06    0.01
2.304000    0.07    0.06    0.01
2.305000    0.06    0.06    0.02
2.306000    0.06    0.06    0.02
2.307000    0.06    0.06    0.02
2.308000    0.07    0.07    0.02
2.309000    0.08    0.06    0.01
2.310000    0.07    0.06    0.01
2.311000    0.08    0.06    0.00
2.312000    0.08    0.06    0.00
2.313000    0.08    0.06    0.00
2.314000    0.09    0.07    0.00
2.315000    0.09    0.07    0.00
2.316000    0.09    0.08    0.01
2.317000    0.08    0.08    0.01
2.318000    0.07    0.07    0.02
2.319000    0.07    0.07    0.02
2.320000    0.07    0.07    0.02
2.321000    0.07    0.08    0.03
2.322000    0.07    0.09    0.04
2.323000    0.07    0.09    0.04
2.324000    0.07    0.08    0.04
2.325000    0.06    0.08    0.03
2.326000    0.07    0.07    0.03
2.327000    0.07    0.07    0.03
2.328000    0.08    0.08    0.03
2.329000    0.08    0.08    0.02
2.330000    0.09    0.07    0.02
2.331000    0.09    0.08    0.01
2.332000    0.10    0.08    0.01
2.333000    0.10    0.08    0.00
2.334000    0.11    0.08   -0.00
2.335000    0.11    0.08   -0.01
2.336000    0.11    0.07   -0.00
2.337000    0.12    0.08   -0.01
2.338000    0.11    0.07   -0.01
2.339000    0.11    0.08   -0.00
2.340000    0.11    0.08    0.00
2.341000    0.11    0.09    0.00
2.342000    0.11    0.09    0.01
2.343000    0.11    0.09    0.00
2.344000    0.09    0.08    0.01
2.345000    0.09    0.07    0.01
2.346000    0.08    0.07    0.00
2.347000    0.09    0.06    0.01
2.348000    0.10    0.07    0.01
2.349000    0.09    0.05   -0.00
2.350000    0.09    0.04   -0.01
2.351000    0.08    0.04   -0.02
2.352000    0.09    0.04   -0.03
2.353000    0.09    0.04   -0.03
2.354000    0.10    0.04   -0.03
2.355000    0.11    0.04   -0.03
2.356000    0.11    0.04   -0.03
2.357000    0.11    0.04   -0.03
2.358000    0.10    0.04   -0.04
2.359000    0.10    0.04   -0.03
2.360000    0.09    0.04   -0.03
2.361000    0.08    0.04   -0.01
2.362000    0.07    0.04   -0.00
2.363000    0.07    0.04    0.00
2.364000    0.07    0.04   -0.00
2.365000    0.06    0.03   -0.01
2.366000    0.06    0.02   -0.01
2.367000    0.05    0.01   -0.02
2.368000    0.06    0.01   -0.01
2.369000    0.06    0.01   -0.02
2.370000    0.06   -0.00   -0.03
2.371000    0.05   -0.01   -0.03
2.372000    0.05   -0.01   -0.04
2.373000    0.05   -0.02   -0.04
2.374000    0.05   -0.01   -0.04
2.375000    0.05   -0.01   -0.04
2.376000    0.05   -0.01   -0.03
2.377000    0.05   -0.00   -0.02
2.378000    0.04   -0.00   -0.02
2.379000    0.05    0.00   -0.02
2.380000    0.05    0.01   -0.02
2.381000    0.05    0.01   -0.01
2.382000    0.04    0.01   -0.00
2.383000    0.03    0.01    0.00
2.384000    0.03    0.01    0.01
2.385000    0.03    0.01    0.01
2.386000    0.03    0.02    0.01
2.387000    0.04    0.02   -0.00
2.388000    0.04    0.02   -0.00
2.389000    0.05    0.01   -0.01
2.390000    0.04    0.01   -0.02
2.391000    0.05    0.01   -0.02
2.392000    0.06    0.00   -0.03
2.393000    0.06    0.00   -0.03
2.394000    0.06    0.00   -0.03
2.395000    0.07    0.00   -0.03
2.396000    0.07    0.00   -0.03
2.397000    0.06    0.01   -0.03
2.398000    0.05    0.00   -0.03
2.399000    0.05    0.01   -0.02
2.400000    0.06    0.02   -0.02
2.401000    0.06    0.02   -0.01
2.402000    0.05    0.02    0.00
2.403000    0.05    0.02    0.00
2.404000    0.04    0.02   -0.00
2.405000    0.04    0.02   -0.00
2.406000    0.05    0.02   -0.01
2.407000    0.06    0.01   -0.02
2.408000    0.07    0.02   -0.02
2.409000    0.07    0.01   -0.03
2.410000    0.06    0.00   -0.03
2.411000    0.07    0.00   -0.03
2.412000    0.07   -0.00   -0.04
2.413000    0.07   -0.01   -0.05
2.414000    0.08   -0.00   -0.05
2.415000    0.08    0.00   -0.05
2.416000    0.08    0.00   -0.05
2.417000    0.09    0.01   -0.05
2.418000    0.09    0.01   -0.05
2.419000    0.09    0.01   -0.05
2.420000    0.09    0.01   -0.04
2.421000    0.08    0.01   -0.04
2.422000    0.07    0.00   -0.04
2.423000    0.07    0.00   -0.04
2.424000    0.06   -0.00   -0.04
2.425000    0.06   -0.01   -0.04
2.426000    0.06   -0.01   -0.05
2.427000    0.06   -0.01   -0.04
2.428000    0.06   -0.01   -0.04
2.429000    0.06   -0.01   -0.04
2.430000    0.07   -0.01   -0.05
2.431000    0.07   -0.02   -0.06
2.432000    0.07   -0.03   -0.06
2.433000    0.07   -0.03   -0.06
2.434000    0.07   -0.03   -0.07
2.435000    0.08   -0.03   -0.07
2.436000    0.08   -0.03   -0.07
2.437000    0.08   -0.03   -0.08
2.438000    0.07   -0.04   -0.09
2.439000    0.09   -0.04   -0.10
2.440000    0.09   -0.03   -0.10
2.441000    0.10   -0.03   -0.10
2.442000    0.11   -0.02   -0.10
2.443000    0.12    0.00   -0.10
2.444000    0.13    0.02   -0.09
2.445000    0.14    0.04   -0.08
2.446000    0.16    0.07   -0.07
2.447000    0.18    0.09   -0.07
2.448000    0.22    0.13   -0.07
2.449000    0.26    0.17   -0.07
2.450000    0.30    0.20   -0.08
2.451000    0.34    0.25   -0.09
2.452000    0.40    0.29   -0.10
2.453000    0.46    0.33   -0.11
2.454000    0.53    0.39   -0.12
2.455000    0.59    0.45   -0.12
2.456000    0.63    0.51   -0.11
2.457000    0.66    0.56   -0.08
2.458000    0.67    0.61   -0.04
2.459000    0.68    0.68    0.01
2.460000    0.69    0.74    0.07
2.461000    0.69    0.80    0.13
2.462000    0.67    0.87    0.21
2.463000    0.66    0.94    0.29
2.464000    0.63    1.00    0.37
2.465000    0.60    1.06    0.46
2.466000    0.57    1.11    0.54
2.467000    0.53    1.13    0.60
2.468000    0.50    1.16    0.66
2.469000    0.45    1.15    0.70
2.470000    0.39    1.14    0.75
2.471000    0.31    1.11    0.80
2.472000    0.22    1.06    0.85
2.473000    0.12    0.99    0.88
2.474000    0.03    0.92    0.90
2.475000   -0.06    0.84    0.91
2.476000   -0.15    0.75    0.92
2.477000   -0.23    0.67    0.91
2.478000   -0.30    0.58    0.89
2.479000   -0.35    0.50    0.87
2.480000   -0.40    0.44    0.85
2.481000   -0.44    0.38    0.83
2.482000   -0.48    0.32    0.81
2.483000   -0.52    0.26    0.79
2.484000   -0.55    0.21    0.76
2.485000   -0.57    0.17    0.75
2.486000   -0.59    0.14    0.74
2.487000   -0.61    0.11    0.73
2.488000   -0.62    0.10    0.73
2.489000   -0.64    0.08    0.73
2.490000   -0.64    0.06    0.72
2.491000   -0.66    0.03    0.71
2.492000   -0.66    0.01    0.69
2.493000   -0.65   -0.01    0.66
2.494000   -0.64   -0.02    0.64
2.495000   -0.62   -0.04    0.60
2.496000   -0.61   -0.06    0.57
2.497000   -0.59   -0.08    0.53
2.498000   -0.58   -0.11    0.48
2.499000   -0.55   -0.13    0.44
