Time(s)  1ch(mV)  2ch(mV)  3ch(mV)
10.972000   -0.29   -0.49   -0.17
10.973000   -0.25   -0.46   -0.17
10.974000   -0.22   -0.42   -0.17
10.975000   -0.20   -0.39   -0.16
10.976000   -0.20   -0.39   -0.15
10.977000   -0.21   -0.39   -0.15
10.978000   -0.22   -0.40   -0.14
10.979000   -0.25   -0.42   -0.14
10.980000   -0.28   -0.46   -0.14
10.981000   -0.33   -0.52   -0.14
10.982000   -0.38   -0.56   -0.15
10.983000   -0.38   -0.57   -0.17
10.984000   -0.35   -0.56   -0.17
10.985000   -0.32   -0.52   -0.18
10.986000   -0.30   -0.50   -0.17
10.987000   -0.28   -0.48   -0.17
10.988000   -0.26   -0.46   -0.18
10.989000   -0.24   -0.45   -0.18
10.990000   -0.27   -0.48   -0.19
10.991000   -0.29   -0.51   -0.19
10.992000   -0.31   -0.53   -0.19
10.993000   -0.30   -0.51   -0.18
10.994000   -0.28   -0.49   -0.17
10.995000   -0.26   -0.45   -0.17
10.996000   -0.26   -0.46   -0.16
10.997000   -0.28   -0.48   -0.17
10.998000   -0.29   -0.48   -0.16
10.999000   -0.27   -0.46   -0.16
11.000000   -0.24   -0.44   -0.16
11.001000   -0.22   -0.42   -0.16
11.002000   -0.19   -0.39   -0.17
11.003000   -0.16   -0.36   -0.17
11.004000   -0.15   -0.35   -0.17
11.005000   -0.15   -0.36   -0.17
11.006000   -0.14   -0.35   -0.17
11.007000   -0.16   -0.36   -0.17
11.008000   -0.19   -0.38   -0.16
11.009000   -0.20   -0.40   -0.16
11.010000   -0.23   -0.43   -0.16
11.011000   -0.22   -0.41   -0.16
11.012000   -0.17   -0.36   -0.16
11.013000   -0.16   -0.34   -0.16
11.014000   -0.18   -0.37   -0.15
11.015000   -0.22   -0.42   -0.16
11.016000   -0.24   -0.44   -0.17
11.017000   -0.24   -0.44   -0.16
11.018000   -0.20   -0.39   -0.16
11.019000   -0.12   -0.31   -0.16
11.020000   -0.06   -0.25   -0.16
11.021000   -0.05   -0.25   -0.16
11.022000   -0.06   -0.25   -0.16
11.023000   -0.07   -0.27   -0.17
11.024000   -0.09   -0.29   -0.17
11.025000   -0.17   -0.36   -0.16
11.026000   -0.27   -0.46   -0.14
11.027000   -0.32   -0.50   -0.15
11.028000   -0.32   -0.51   -0.15
11.029000   -0.32   -0.50   -0.15
11.030000   -0.31   -0.48   -0.15
11.031000   -0.28   -0.45   -0.14
11.032000   -0.23   -0.39   -0.13
11.033000   -0.17   -0.32   -0.13
11.034000   -0.13   -0.28   -0.12
11.035000   -0.18   -0.33   -0.11
11.036000   -0.27   -0.43   -0.12
11.037000   -0.31   -0.48   -0.13
11.038000   -0.30   -0.48   -0.14
11.039000   -0.32   -0.51   -0.16
11.040000   -0.30   -0.50   -0.16
11.041000   -0.26   -0.46   -0.17
11.042000   -0.19   -0.40   -0.17
11.043000   -0.17   -0.36   -0.17
11.044000   -0.14   -0.34   -0.16
11.045000   -0.13   -0.32   -0.16
11.046000   -0.13   -0.32   -0.14
11.047000   -0.17   -0.35   -0.14
11.048000   -0.19   -0.38   -0.14
11.049000   -0.19   -0.37   -0.15
11.050000   -0.20   -0.39   -0.15
11.051000   -0.26   -0.46   -0.16
11.052000   -0.32   -0.52   -0.16
11.053000   -0.37   -0.58   -0.16
11.054000   -0.36   -0.56   -0.16
11.055000   -0.32   -0.52   -0.16
11.056000   -0.27   -0.45   -0.15
11.057000   -0.19   -0.35   -0.14
11.058000   -0.13   -0.30   -0.14
11.059000   -0.11   -0.28   -0.14
11.060000   -0.13   -0.31   -0.15
11.061000   -0.15   -0.32   -0.15
11.062000   -0.12   -0.30   -0.15
11.063000   -0.06   -0.23   -0.14
11.064000   -0.03   -0.20   -0.14
11.065000   -0.04   -0.21   -0.14
11.066000   -0.06   -0.23   -0.14
11.067000   -0.09   -0.26   -0.14
11.068000   -0.11   -0.29   -0.15
11.069000   -0.14   -0.33   -0.15
11.070000   -0.17   -0.35   -0.15
11.071000   -0.15   -0.32   -0.14
11.072000   -0.13   -0.28   -0.12
11.073000   -0.04   -0.18   -0.12
11.074000    0.09   -0.05   -0.12
11.075000    0.13   -0.01   -0.12
11.076000    0.10   -0.05   -0.12
11.077000    0.08   -0.08   -0.13
11.078000    0.11   -0.05   -0.13
11.079000    0.14   -0.01   -0.13
11.080000    0.16   -0.01   -0.13
11.081000    0.11   -0.06   -0.14
11.082000    0.03   -0.14   -0.13
11.083000   -0.06   -0.23   -0.13
11.084000   -0.15   -0.33   -0.14
11.085000   -0.25   -0.44   -0.14
11.086000   -0.31   -0.50   -0.14
11.087000   -0.32   -0.52   -0.15
11.088000   -0.33   -0.52   -0.15
11.089000   -0.32   -0.50   -0.15
11.090000   -0.29   -0.46   -0.14
11.091000   -0.29   -0.47   -0.14
11.092000   -0.32   -0.51   -0.15
11.093000   -0.34   -0.52   -0.14
11.094000   -0.37   -0.55   -0.14
11.095000   -0.38   -0.55   -0.14
11.096000   -0.34   -0.51   -0.14
11.097000   -0.22   -0.39   -0.14
11.098000   -0.05   -0.21   -0.14
11.099000    0.12   -0.03   -0.14
11.100000    0.26    0.11   -0.14
11.101000    0.34    0.20   -0.13
11.102000    0.38    0.25   -0.11
11.103000    0.35    0.22   -0.11
11.104000    0.27    0.15   -0.10
11.105000    0.19    0.07   -0.10
11.106000    0.13   -0.01   -0.11
11.107000    0.12   -0.04   -0.13
11.108000    0.16    0.01   -0.13
11.109000    0.23    0.07   -0.14
11.110000    0.28    0.13   -0.13
11.111000    0.34    0.18   -0.14
11.112000    0.37    0.20   -0.14
11.113000    0.39    0.23   -0.14
11.114000    0.37    0.23   -0.12
11.115000    0.34    0.20   -0.12
11.116000    0.33    0.18   -0.12
11.117000    0.31    0.16   -0.12
11.118000    0.29    0.14   -0.12
11.119000    0.26    0.11   -0.12
11.120000    0.25    0.09   -0.13
11.121000    0.25    0.08   -0.14
11.122000    0.27    0.10   -0.14
11.123000    0.30    0.12   -0.15
11.124000    0.35    0.17   -0.15
11.125000    0.35    0.17   -0.15
11.126000    0.34    0.17   -0.14
11.127000    0.32    0.15   -0.14
11.128000    0.30    0.13   -0.14
11.129000    0.28    0.12   -0.13
11.130000    0.24    0.08   -0.13
11.131000    0.23    0.08   -0.13
11.132000    0.29    0.14   -0.13
11.133000    0.34    0.18   -0.14
11.134000    0.37    0.19   -0.15
11.135000    0.36    0.19   -0.15
11.136000    0.35    0.18   -0.14
11.137000    0.37    0.21   -0.15
11.138000    0.42    0.25   -0.15
11.139000    0.44    0.28   -0.14
11.140000    0.45    0.30   -0.14
11.141000    0.44    0.29   -0.13
11.142000    0.41    0.25   -0.14
11.143000    0.41    0.24   -0.15
11.144000    0.43    0.26   -0.15
11.145000    0.47    0.30   -0.15
11.146000    0.51    0.34   -0.15
11.147000    0.52    0.35   -0.15
11.148000    0.51    0.33   -0.15
11.149000    0.50    0.32   -0.15
11.150000    0.50    0.32   -0.15
11.151000    0.57    0.40   -0.15
11.152000    0.69    0.52   -0.15
11.153000    0.76    0.61   -0.14
11.154000    0.81    0.66   -0.12
11.155000    0.82    0.68   -0.11
11.156000    0.77    0.65   -0.11
11.157000    0.72    0.58   -0.11
11.158000    0.72    0.58   -0.11
11.159000    0.75    0.61   -0.12
11.160000    0.80    0.64   -0.13
11.161000    0.84    0.69   -0.13
11.162000    0.87    0.73   -0.12
11.163000    0.89    0.76   -0.11
11.164000    0.91    0.78   -0.11
11.165000    0.89    0.76   -0.11
11.166000    0.85    0.71   -0.11
11.167000    0.79    0.63   -0.12
11.168000    0.71    0.56   -0.13
11.169000    0.64    0.47   -0.13
11.170000    0.54    0.38   -0.13
11.171000    0.45    0.30   -0.12
11.172000    0.36    0.21   -0.11
11.173000    0.32    0.17   -0.11
11.174000    0.34    0.21   -0.11
11.175000    0.39    0.27   -0.10
11.176000    0.42    0.32   -0.08
11.177000    0.42    0.33   -0.07
11.178000    0.39    0.29   -0.07
11.179000    0.36    0.26   -0.08
11.180000    0.36    0.26   -0.08
11.181000    0.36    0.26   -0.08
11.182000    0.38    0.26   -0.10
11.183000    0.37    0.23   -0.11
11.184000    0.32    0.18   -0.11
11.185000    0.28    0.14   -0.11
11.186000    0.28    0.15   -0.10
11.187000    0.30    0.19   -0.08
11.188000    0.32    0.23   -0.06
11.189000    0.34    0.26   -0.05
11.190000    0.30    0.22   -0.04
11.191000    0.23    0.17   -0.04
11.192000    0.17    0.10   -0.03
11.193000    0.12    0.06   -0.03
11.194000    0.11    0.05   -0.03
11.195000    0.12    0.05   -0.04
11.196000    0.15    0.08   -0.05
11.197000    0.19    0.11   -0.05
11.198000    0.24    0.17   -0.05
11.199000    0.27    0.20   -0.04
11.200000    0.27    0.20   -0.04
11.201000    0.26    0.20   -0.03
11.202000    0.24    0.20   -0.01
11.203000    0.20    0.17    0.00
11.204000    0.15    0.13    0.00
11.205000    0.16    0.14    0.01
11.206000    0.26    0.24    0.01
11.207000    0.33    0.31    0.00
11.208000    0.40    0.37   -0.01
11.209000    0.44    0.40   -0.02
11.210000    0.45    0.41   -0.03
11.211000    0.47    0.41   -0.03
11.212000    0.47    0.42   -0.03
11.213000    0.48    0.44   -0.03
11.214000    0.51    0.46   -0.02
11.215000    0.52    0.48   -0.02
11.216000    0.53    0.49   -0.03
11.217000    0.54    0.49   -0.03
11.218000    0.53    0.47   -0.04
11.219000    0.51    0.45   -0.05
11.220000    0.49    0.42   -0.04
11.221000    0.48    0.42   -0.04
11.222000    0.49    0.44   -0.03
11.223000    0.49    0.45   -0.01
11.224000    0.49    0.47   -0.01
11.225000    0.53    0.51   -0.00
11.226000    0.56    0.53    0.00
11.227000    0.57    0.52   -0.02
11.228000    0.57    0.51   -0.04
11.229000    0.58    0.50   -0.06
11.230000    0.58    0.49   -0.07
11.231000    0.59    0.51   -0.07
11.232000    0.62    0.54   -0.06
11.233000    0.62    0.54   -0.05
11.234000    0.60    0.53   -0.04
11.235000    0.57    0.50   -0.04
11.236000    0.54    0.47   -0.04
11.237000    0.52    0.45   -0.04
11.238000    0.52    0.45   -0.04
11.239000    0.54    0.48   -0.04
11.240000    0.58    0.52   -0.04
11.241000    0.60    0.53   -0.05
11.242000    0.57    0.51   -0.03
11.243000    0.53    0.47   -0.04
11.244000    0.52    0.45   -0.03
11.245000    0.50    0.44   -0.03
11.246000    0.49    0.43   -0.03
11.247000    0.48    0.42   -0.03
11.248000    0.47    0.42   -0.03
11.249000    0.45    0.40   -0.02
11.250000    0.45    0.41   -0.02
11.251000    0.45    0.40   -0.03
11.252000    0.43    0.38   -0.03
11.253000    0.43    0.38   -0.03
11.254000    0.41    0.36   -0.02
11.255000    0.38    0.35   -0.00
11.256000    0.37    0.34    0.00
11.257000    0.37    0.35   -0.01
11.258000    0.39    0.34   -0.03
11.259000    0.38    0.33   -0.03
11.260000    0.37    0.31   -0.03
11.261000    0.35    0.28   -0.05
11.262000    0.34    0.26   -0.05
11.263000    0.33    0.26   -0.05
11.264000    0.33    0.26   -0.04
11.265000    0.34    0.29   -0.02
11.266000    0.38    0.35   -0.01
11.267000    0.41    0.39   -0.00
11.268000    0.44    0.43    0.01
11.269000    0.45    0.44    0.02
11.270000    0.45    0.45    0.01
11.271000    0.47    0.46    0.02
11.272000    0.47    0.47    0.02
11.273000    0.45    0.45    0.02
11.274000    0.42    0.41    0.02
11.275000    0.39    0.37    0.01
11.276000    0.36    0.33    0.00
11.277000    0.33    0.29   -0.01
11.278000    0.30    0.25   -0.02
11.279000    0.29    0.24   -0.02
11.280000    0.30    0.25   -0.02
11.281000    0.30    0.25   -0.02
11.282000    0.29    0.24   -0.02
11.283000    0.28    0.22   -0.03
11.284000    0.27    0.21   -0.04
11.285000    0.27    0.20   -0.04
11.286000    0.26    0.20   -0.03
11.287000    0.26    0.20   -0.03
11.288000    0.25    0.21   -0.02
11.289000    0.25    0.21   -0.01
11.290000    0.23    0.20   -0.02
11.291000    0.23    0.20   -0.01
11.292000    0.23    0.21    0.00
11.293000    0.22    0.21    0.01
11.294000    0.19    0.18    0.01
11.295000    0.17    0.15    0.00
11.296000    0.15    0.11   -0.01
11.297000    0.12    0.08   -0.01
11.298000    0.08    0.05    0.00
11.299000    0.07    0.05    0.01
11.300000    0.11    0.08    0.01
11.301000    0.14    0.13    0.01
11.302000    0.17    0.15    0.01
11.303000    0.16    0.14    0.01
11.304000    0.12    0.10    0.01
11.305000    0.07    0.04    0.00
11.306000    0.03    0.00    0.00
11.307000    0.01   -0.03   -0.00
11.308000    0.00   -0.03   -0.00
11.309000    0.00   -0.03   -0.00
11.310000   -0.02   -0.05    0.00
11.311000   -0.04   -0.07    0.01
11.312000   -0.08   -0.09    0.02
11.313000   -0.10   -0.11    0.03
11.314000   -0.13   -0.12    0.04
11.315000   -0.11   -0.11    0.04
11.316000   -0.09   -0.08    0.04
11.317000   -0.04   -0.03    0.03
11.318000   -0.01   -0.00    0.03
11.319000    0.01    0.01    0.03
11.320000    0.02    0.02    0.03
11.321000   -0.00   -0.00    0.03
11.322000   -0.02   -0.03    0.02
11.323000   -0.05   -0.06    0.02
11.324000   -0.06   -0.07    0.01
11.325000   -0.05   -0.07    0.01
11.326000   -0.06   -0.07    0.02
11.327000   -0.07   -0.07    0.03
11.328000   -0.09   -0.09    0.04
11.329000   -0.12   -0.11    0.04
11.330000   -0.16   -0.15    0.03
11.331000   -0.19   -0.19    0.02
11.332000   -0.22   -0.23    0.01
11.333000   -0.26   -0.27    0.02
11.334000   -0.28   -0.29    0.02
11.335000   -0.28   -0.29    0.02
11.336000   -0.27   -0.28    0.02
11.337000   -0.26   -0.27    0.02
11.338000   -0.23   -0.23    0.02
11.339000   -0.21   -0.22    0.02
11.340000   -0.19   -0.20    0.02
11.341000   -0.19   -0.21    0.01
11.342000   -0.20   -0.21    0.01
11.343000   -0.18   -0.20    0.02
11.344000   -0.17   -0.18    0.02
11.345000   -0.14   -0.15    0.01
11.346000   -0.12   -0.14    0.01
11.347000   -0.14   -0.16    0.01
11.348000   -0.16   -0.19    0.01
11.349000   -0.17   -0.20    0.01
11.350000   -0.20   -0.22    0.01
11.351000   -0.23   -0.25    0.01
11.352000   -0.26   -0.29    0.01
11.353000   -0.29   -0.32    0.00
11.354000   -0.31   -0.34    0.00
11.355000   -0.31   -0.34    0.01
11.356000   -0.31   -0.33    0.01
11.357000   -0.32   -0.33    0.01
11.358000   -0.32   -0.33    0.01
11.359000   -0.31   -0.32    0.02
11.360000   -0.30   -0.31    0.02
11.361000   -0.30   -0.32    0.01
11.362000   -0.30   -0.32    0.01
11.363000   -0.30   -0.32    0.02
11.364000   -0.30   -0.31    0.02
11.365000   -0.29   -0.29    0.02
11.366000   -0.26   -0.27    0.03
11.367000   -0.25   -0.25    0.02
11.368000   -0.23   -0.24    0.02
11.369000   -0.22   -0.24    0.01
11.370000   -0.23   -0.25    0.01
11.371000   -0.22   -0.25    0.00
11.372000   -0.22   -0.24    0.00
11.373000   -0.22   -0.24    0.01
11.374000   -0.24   -0.24    0.02
11.375000   -0.26   -0.25    0.04
11.376000   -0.30   -0.28    0.05
11.377000   -0.32   -0.30    0.04
11.378000   -0.32   -0.32    0.03
11.379000   -0.31   -0.31    0.03
11.380000   -0.28   -0.28    0.03
11.381000   -0.27   -0.27    0.03
11.382000   -0.28   -0.28    0.04
11.383000   -0.27   -0.27    0.04
11.384000   -0.27   -0.27    0.04
11.385000   -0.26   -0.26    0.04
11.386000   -0.25   -0.24    0.04
11.387000   -0.24   -0.24    0.04
11.388000   -0.25   -0.25    0.04
11.389000   -0.24   -0.23    0.04
11.390000   -0.24   -0.23    0.04
11.391000   -0.22   -0.22    0.04
11.392000   -0.20   -0.20    0.02
11.393000   -0.19   -0.21    0.02
11.394000   -0.20   -0.21    0.02
11.395000   -0.22   -0.22    0.03
11.396000   -0.25   -0.24    0.04
11.397000   -0.25   -0.25    0.04
11.398000   -0.26   -0.25    0.04
11.399000   -0.25   -0.24    0.04
11.400000   -0.24   -0.23    0.04
11.401000   -0.25   -0.24    0.04
11.402000   -0.27   -0.27    0.04
11.403000   -0.28   -0.28    0.02
11.404000   -0.26   -0.27    0.02
11.405000   -0.25   -0.27    0.01
11.406000   -0.23   -0.26    0.00
11.407000   -0.24   -0.26    0.01
11.408000   -0.25   -0.26    0.01
11.409000   -0.24   -0.26    0.00
11.410000   -0.24   -0.26   -0.01
11.411000   -0.23   -0.27   -0.01
11.412000   -0.23   -0.27   -0.01
11.413000   -0.23   -0.26   -0.00
11.414000   -0.24   -0.26    0.01
11.415000   -0.26   -0.28    0.01
11.416000   -0.27   -0.28    0.02
11.417000   -0.28   -0.29    0.02
11.418000   -0.28   -0.29    0.02
11.419000   -0.27   -0.28    0.02
11.420000   -0.27   -0.30    0.02
11.421000   -0.29   -0.32    0.01
11.422000   -0.30   -0.32    0.01
11.423000   -0.30   -0.31    0.02
11.424000   -0.29   -0.29    0.03
11.425000   -0.28   -0.28    0.03
11.426000   -0.27   -0.27    0.04
11.427000   -0.26   -0.28    0.03
11.428000   -0.26   -0.27    0.02
11.429000   -0.28   -0.30    0.02
11.430000   -0.30   -0.32    0.01
11.431000   -0.28   -0.31    0.00
11.432000   -0.27   -0.30    0.00
11.433000   -0.27   -0.30    0.00
11.434000   -0.28   -0.30    0.01
11.435000   -0.30   -0.32    0.01
11.436000   -0.33   -0.35    0.01
11.437000   -0.35   -0.38    0.01
11.438000   -0.39   -0.41    0.01
11.439000   -0.42   -0.45    0.01
11.440000   -0.43   -0.45    0.02
11.441000   -0.39   -0.40    0.02
11.442000   -0.34   -0.35    0.02
11.443000   -0.33   -0.33    0.02
11.444000   -0.31   -0.33    0.01
11.445000   -0.31   -0.33    0.01
11.446000   -0.32   -0.35   -0.00
11.447000   -0.33   -0.37   -0.01
11.448000   -0.31   -0.35   -0.01
11.449000   -0.26   -0.30   -0.02
11.450000   -0.22   -0.27   -0.02
11.451000   -0.20   -0.24   -0.02
11.452000   -0.18   -0.22   -0.01
11.453000   -0.18   -0.20    0.00
11.454000   -0.20   -0.21    0.01
11.455000   -0.22   -0.23    0.02
11.456000   -0.27   -0.28    0.01
11.457000   -0.30   -0.32    0.01
11.458000   -0.30   -0.33    0.00
11.459000   -0.27   -0.30    0.00
11.460000   -0.22   -0.26   -0.01
11.461000   -0.16   -0.21   -0.01
11.462000   -0.13   -0.18   -0.02
11.463000   -0.14   -0.19   -0.02
11.464000   -0.18   -0.24   -0.02
11.465000   -0.21   -0.27   -0.02
11.466000   -0.23   -0.29   -0.01
11.467000   -0.25   -0.30   -0.01
11.468000   -0.24   -0.29   -0.01
11.469000   -0.25   -0.29    0.00
11.470000   -0.27   -0.30    0.01
11.471000   -0.25   -0.28    0.01
11.472000   -0.21   -0.24    0.00
11.473000   -0.17   -0.20   -0.01
11.474000   -0.14   -0.18   -0.01
11.475000   -0.15   -0.18   -0.00
11.476000   -0.20   -0.23   -0.01
11.477000   -0.27   -0.32   -0.01
11.478000   -0.34   -0.38   -0.01
11.479000   -0.35   -0.39   -0.00
11.480000   -0.33   -0.37   -0.01
11.481000   -0.30   -0.32    0.00
11.482000   -0.23   -0.25    0.00
11.483000   -0.18   -0.20    0.00
11.484000   -0.14   -0.16    0.00
11.485000   -0.10   -0.11    0.01
11.486000   -0.08   -0.08    0.02
11.487000   -0.10   -0.10    0.03
11.488000   -0.12   -0.12    0.03
11.489000   -0.13   -0.14    0.02
11.490000   -0.17   -0.17    0.03
11.491000   -0.22   -0.22    0.02
11.492000   -0.27   -0.29    0.02
11.493000   -0.31   -0.33    0.01
11.494000   -0.34   -0.36    0.01
11.495000   -0.34   -0.36    0.02
11.496000   -0.32   -0.34    0.01
11.497000   -0.25   -0.27    0.01
11.498000   -0.15   -0.18    0.00
11.499000   -0.07   -0.10    0.00
11.500000    0.00   -0.02   -0.00
11.501000    0.04    0.01    0.00
11.502000   -0.01   -0.03    0.01
11.503000   -0.10   -0.11    0.01
11.504000   -0.17   -0.19    0.02
11.505000   -0.19   -0.21    0.01
11.506000   -0.18   -0.20    0.02
11.507000   -0.16   -0.18    0.01
11.508000   -0.10   -0.14   -0.00
11.509000   -0.05   -0.09   -0.01
11.510000   -0.01   -0.04   -0.01
11.511000    0.03   -0.00   -0.01
11.512000    0.03   -0.01   -0.01
11.513000   -0.01   -0.05   -0.01
11.514000   -0.11   -0.15   -0.01
11.515000   -0.24   -0.28    0.00
11.516000   -0.35   -0.38    0.01
11.517000   -0.40   -0.42    0.01
11.518000   -0.38   -0.42   -0.00
11.519000   -0.35   -0.40   -0.01
11.520000   -0.38   -0.43   -0.01
11.521000   -0.43   -0.46   -0.00
11.522000   -0.46   -0.50   -0.00
11.523000   -0.49   -0.53   -0.01
11.524000   -0.47   -0.51   -0.01
11.525000   -0.37   -0.40   -0.00
11.526000   -0.22   -0.22    0.01
11.527000   -0.08   -0.08    0.02
11.528000    0.00    0.00    0.02
11.529000    0.05    0.05    0.01
11.530000    0.07    0.06    0.00
11.531000    0.05    0.03    0.00
11.532000   -0.00   -0.03    0.00
11.533000   -0.06   -0.10   -0.00
11.534000   -0.12   -0.17   -0.01
11.535000   -0.23   -0.27   -0.01
11.536000   -0.32   -0.36   -0.00
11.537000   -0.37   -0.41    0.01
11.538000   -0.42   -0.45    0.01
11.539000   -0.47   -0.50    0.01
11.540000   -0.45   -0.48    0.01
11.541000   -0.39   -0.42    0.01
11.542000   -0.30   -0.33    0.00
11.543000   -0.19   -0.21    0.00
11.544000   -0.10   -0.11    0.01
11.545000   -0.06   -0.08    0.01
11.546000   -0.05   -0.08   -0.00
11.547000   -0.06   -0.10   -0.01
11.548000   -0.10   -0.13   -0.00
11.549000   -0.12   -0.15    0.00
11.550000   -0.16   -0.18    0.01
11.551000   -0.26   -0.29    0.01
11.552000   -0.39   -0.43    0.00
11.553000   -0.49   -0.53    0.00
11.554000   -0.53   -0.58   -0.01
11.555000   -0.52   -0.57   -0.01
11.556000   -0.48   -0.51   -0.01
11.557000   -0.42   -0.44    0.00
11.558000   -0.32   -0.34    0.01
11.559000   -0.21   -0.22    0.01
11.560000   -0.12   -0.11    0.02
11.561000   -0.07   -0.07    0.02
11.562000   -0.06   -0.06    0.02
11.563000   -0.08   -0.09    0.01
11.564000   -0.12   -0.14    0.01
11.565000   -0.19   -0.21    0.01
11.566000   -0.18   -0.20    0.01
11.567000   -0.14   -0.17    0.01
11.568000   -0.11   -0.14    0.00
11.569000   -0.09   -0.11   -0.00
11.570000   -0.04   -0.07    0.00
11.571000    0.00   -0.01    0.00
11.572000    0.05    0.03    0.00
11.573000    0.06    0.03   -0.00
11.574000    0.05    0.02    0.00
11.575000    0.01   -0.00    0.01
11.576000   -0.01   -0.02    0.02
11.577000   -0.01   -0.01    0.03
11.578000   -0.03   -0.03    0.03
11.579000   -0.08   -0.09    0.03
11.580000   -0.14   -0.14    0.03
11.581000   -0.15   -0.16    0.02
11.582000   -0.10   -0.13    0.00
11.583000   -0.06   -0.09   -0.00
11.584000   -0.03   -0.06   -0.01
11.585000    0.00   -0.03   -0.01
11.586000    0.02   -0.02   -0.01
11.587000    0.01   -0.03   -0.01
11.588000    0.00   -0.05   -0.02
11.589000   -0.00   -0.05   -0.02
11.590000   -0.01   -0.07   -0.03
11.591000   -0.04   -0.10   -0.04
11.592000   -0.08   -0.14   -0.03
11.593000   -0.11   -0.16   -0.02
11.594000   -0.10   -0.12    0.00
11.595000   -0.08   -0.08    0.02
11.596000   -0.05   -0.05    0.02
11.597000   -0.03   -0.03    0.02
11.598000    0.01    0.01    0.02
11.599000    0.06    0.05    0.01
11.600000    0.08    0.08    0.02
11.601000    0.10    0.11    0.03
11.602000    0.13    0.15    0.03
11.603000    0.22    0.25    0.05
11.604000    0.30    0.34    0.06
11.605000    0.30    0.34    0.07
11.606000    0.22    0.26    0.07
11.607000    0.13    0.16    0.06
11.608000    0.09    0.10    0.04
11.609000    0.08    0.07    0.02
11.610000    0.15    0.13    0.00
11.611000    0.23    0.20   -0.01
11.612000    0.28    0.25   -0.01
11.613000    0.29    0.27   -0.00
11.614000    0.32    0.30    0.01
11.615000    0.35    0.34    0.01
11.616000    0.41    0.40    0.01
11.617000    0.44    0.44    0.02
11.618000    0.42    0.42    0.03
11.619000    0.38    0.40    0.04
11.620000    0.37    0.39    0.04
11.621000    0.40    0.42    0.04
11.622000    0.44    0.45    0.03
11.623000    0.49    0.50    0.02
11.624000    0.59    0.60    0.02
11.625000    0.72    0.74    0.02
11.626000    0.83    0.84    0.02
11.627000    0.86    0.87    0.03
11.628000    0.86    0.88    0.04
11.629000    0.85    0.89    0.04
11.630000    0.85    0.90    0.06
11.631000    0.83    0.88    0.06
11.632000    0.74    0.78    0.06
11.633000    0.67    0.71    0.06
11.634000    0.62    0.66    0.05
11.635000    0.56    0.59    0.05
11.636000    0.53    0.56    0.05
11.637000    0.49    0.53    0.05
11.638000    0.50    0.54    0.05
11.639000    0.59    0.62    0.04
11.640000    0.70    0.73    0.03
11.641000    0.79    0.82    0.04
11.642000    0.83    0.85    0.04
11.643000    0.83    0.86    0.03
11.644000    0.81    0.84    0.04
11.645000    0.78    0.80    0.03
11.646000    0.76    0.76    0.02
11.647000    0.80    0.80    0.01
11.648000    0.79    0.78    0.01
11.649000    0.79    0.79    0.01
11.650000    0.82    0.82    0.01
11.651000    0.82    0.80    0.00
11.652000    0.76    0.74    0.00
11.653000    0.69    0.68    0.02
11.654000    0.62    0.62    0.03
11.655000    0.54    0.54    0.03
11.656000    0.45    0.45    0.02
11.657000    0.38    0.36    0.01
11.658000    0.31    0.30    0.02
11.659000    0.25    0.24    0.03
11.660000    0.21    0.21    0.04
11.661000    0.18    0.19    0.03
11.662000    0.18    0.19    0.03
11.663000    0.21    0.21    0.02
11.664000    0.20    0.20    0.02
11.665000    0.15    0.14    0.02
11.666000    0.11    0.09    0.01
11.667000    0.04    0.02    0.01
11.668000   -0.02   -0.04    0.01
11.669000   -0.05   -0.06    0.02
11.670000   -0.04   -0.04    0.03
11.671000   -0.01    0.00    0.04
11.672000    0.03    0.04    0.04
11.673000    0.09    0.11    0.04
11.674000    0.11    0.12    0.03
11.675000    0.09    0.08    0.01
11.676000    0.06    0.04    0.00
11.677000    0.03    0.01   -0.00
11.678000    0.05    0.01   -0.01
11.679000    0.10    0.06   -0.02
11.680000    0.15    0.11   -0.02
11.681000    0.20    0.16   -0.02
11.682000    0.24    0.21   -0.01
11.683000    0.28    0.25   -0.01
11.684000    0.29    0.28    0.00
11.685000    0.33    0.32    0.01
11.686000    0.37    0.37    0.02
11.687000    0.42    0.42    0.02
11.688000    0.46    0.46    0.02
11.689000    0.49    0.49    0.01
11.690000    0.52    0.51    0.00
11.691000    0.52    0.49   -0.01
11.692000    0.51    0.46   -0.02
11.693000    0.49    0.45   -0.02
11.694000    0.50    0.45   -0.03
11.695000    0.50    0.44   -0.03
11.696000    0.52    0.45   -0.05
11.697000    0.55    0.48   -0.06
11.698000    0.60    0.52   -0.06
11.699000    0.60    0.53   -0.05
11.700000    0.57    0.52   -0.04
11.701000    0.56    0.50   -0.04
11.702000    0.56    0.50   -0.04
11.703000    0.56    0.50   -0.04
11.704000    0.57    0.52   -0.04
11.705000    0.63    0.57   -0.04
11.706000    0.71    0.66   -0.04
11.707000    0.79    0.74   -0.04
11.708000    0.83    0.77   -0.04
11.709000    0.82    0.76   -0.06
11.710000    0.81    0.73   -0.07
11.711000    0.81    0.72   -0.07
11.712000    0.81    0.73   -0.08
11.713000    0.80    0.71   -0.08
11.714000    0.76    0.67   -0.08
11.715000    0.71    0.63   -0.06
11.716000    0.65    0.59   -0.05
11.717000    0.63    0.58   -0.03
11.718000    0.63    0.59   -0.03
11.719000    0.64    0.59   -0.03
11.720000    0.64    0.59   -0.03
