Time(s)  1ch(mV)  2ch(mV)  3ch(mV)
6.795000   -0.15   -0.18   -0.01
6.796000   -0.15   -0.17    0.00
6.797000   -0.17   -0.20    0.01
6.798000   -0.20   -0.22    0.02
6.799000   -0.23   -0.25    0.02
6.800000   -0.25   -0.27    0.01
6.801000   -0.26   -0.30    0.00
6.802000   -0.26   -0.29    0.00
6.803000   -0.23   -0.27    0.00
6.804000   -0.20   -0.23    0.00
6.805000   -0.19   -0.22    0.00
6.806000   -0.19   -0.22    0.00
6.807000   -0.22   -0.25    0.01
6.808000   -0.27   -0.31    0.00
6.809000   -0.32   -0.35    0.01
6.810000   -0.34   -0.39    0.00
6.811000   -0.38   -0.42    0.00
6.812000   -0.40   -0.44    0.00
6.813000   -0.43   -0.47   -0.00
6.814000   -0.44   -0.47    0.00
6.815000   -0.42   -0.45    0.01
6.816000   -0.38   -0.41    0.01
6.817000   -0.29   -0.31    0.01
6.818000   -0.16   -0.17    0.02
6.819000   -0.05   -0.04    0.02
6.820000    0.03    0.05    0.03
6.821000    0.11    0.12    0.04
6.822000    0.18    0.20    0.04
6.823000    0.22    0.23    0.03
6.824000    0.21    0.22    0.03
6.825000    0.21    0.23    0.03
6.826000    0.19    0.20    0.03
6.827000    0.17    0.18    0.04
6.828000    0.15    0.16    0.03
6.829000    0.17    0.18    0.03
6.830000    0.21    0.21    0.03
6.831000    0.22    0.23    0.03
6.832000    0.22    0.23    0.04
6.833000    0.20    0.22    0.04
6.834000    0.19    0.20    0.04
6.835000    0.17    0.20    0.05
6.836000    0.16    0.18    0.05
6.837000    0.17    0.18    0.04
6.838000    0.15    0.16    0.03
6.839000    0.13    0.14    0.04
6.840000    0.13    0.14    0.04
6.841000    0.14    0.16    0.04
6.842000    0.18    0.18    0.03
6.843000    0.26    0.26    0.02
6.844000    0.33    0.32    0.02
6.845000    0.34    0.34    0.02
6.846000    0.31    0.31    0.03
6.847000    0.26    0.27    0.03
6.848000    0.22    0.22    0.04
6.849000    0.21    0.21    0.04
6.850000    0.21    0.22    0.04
6.851000    0.20    0.21    0.04
6.852000    0.20    0.21    0.03
6.853000    0.20    0.20    0.03
6.854000    0.20    0.21    0.04
6.855000    0.17    0.19    0.05
6.856000    0.14    0.16    0.05
6.857000    0.14    0.16    0.04
6.858000    0.15    0.16    0.04
6.859000    0.14    0.15    0.03
6.860000    0.14    0.14    0.02
6.861000    0.15    0.15    0.02
6.862000    0.19    0.18    0.01
6.863000    0.24    0.22    0.01
6.864000    0.29    0.27    0.00
6.865000    0.34    0.32    0.01
6.866000    0.37    0.36    0.01
6.867000    0.39    0.38    0.01
6.868000    0.43    0.43    0.01
6.869000    0.50    0.50    0.02
6.870000    0.55    0.56    0.01
6.871000    0.62    0.62    0.01
6.872000    0.70    0.70    0.01
6.873000    0.74    0.74    0.01
6.874000    0.76    0.76    0.01
6.875000    0.76    0.76    0.02
6.876000    0.74    0.75    0.03
6.877000    0.71    0.72    0.03
6.878000    0.68    0.68    0.02
6.879000    0.64    0.64    0.02
6.880000    0.61    0.63    0.04
6.881000    0.62    0.64    0.05
6.882000    0.64    0.68    0.06
6.883000    0.70    0.75    0.06
6.884000    0.77    0.81    0.06
6.885000    0.85    0.90    0.06
6.886000    0.90    0.95    0.06
6.887000    0.91    0.95    0.06
6.888000    0.92    0.95    0.05
6.889000    0.89    0.93    0.05
6.890000    0.87    0.90    0.05
6.891000    0.85    0.87    0.04
6.892000    0.82    0.84    0.04
6.893000    0.80    0.83    0.04
6.894000    0.81    0.83    0.04
6.895000    0.80    0.82    0.04
6.896000    0.79    0.80    0.03
6.897000    0.78    0.78    0.02
6.898000    0.76    0.75    0.02
6.899000    0.74    0.73    0.01
6.900000    0.74    0.73    0.01
6.901000    0.73    0.72    0.01
6.902000    0.71    0.70    0.00
6.903000    0.70    0.69    0.00
6.904000    0.68    0.67    0.01
6.905000    0.66    0.67    0.02
6.906000    0.67    0.68    0.02
6.907000    0.72    0.73    0.02
6.908000    0.79    0.79    0.02
6.909000    0.82    0.83    0.03
6.910000    0.79    0.80    0.03
6.911000    0.74    0.75    0.03
6.912000    0.71    0.72    0.03
6.913000    0.66    0.69    0.04
6.914000    0.64    0.66    0.05
6.915000    0.63    0.67    0.05
6.916000    0.64    0.67    0.06
6.917000    0.64    0.68    0.06
6.918000    0.64    0.68    0.07
6.919000    0.62    0.66    0.06
6.920000    0.61    0.64    0.05
6.921000    0.59    0.62    0.05
6.922000    0.58    0.60    0.05
6.923000    0.57    0.59    0.04
6.924000    0.56    0.57    0.04
6.925000    0.55    0.57    0.04
6.926000    0.56    0.58    0.05
6.927000    0.57    0.61    0.06
6.928000    0.58    0.62    0.06
6.929000    0.58    0.62    0.06
6.930000    0.56    0.60    0.06
6.931000    0.54    0.58    0.06
6.932000    0.53    0.57    0.05
6.933000    0.54    0.57    0.05
6.934000    0.55    0.58    0.06
6.935000    0.56    0.59    0.05
6.936000    0.55    0.58    0.05
6.937000    0.55    0.57    0.04
6.938000    0.52    0.53    0.04
6.939000    0.48    0.50    0.04
6.940000    0.47    0.48    0.03
6.941000    0.46    0.47    0.03
6.942000    0.46    0.47    0.03
6.943000    0.46    0.47    0.03
6.944000    0.46    0.47    0.04
6.945000    0.49    0.51    0.04
6.946000    0.52    0.54    0.05
6.947000    0.53    0.57    0.05
6.948000    0.54    0.57    0.05
6.949000    0.54    0.58    0.06
6.950000    0.54    0.58    0.05
6.951000    0.55    0.58    0.05
6.952000    0.54    0.57    0.05
6.953000    0.53    0.54    0.03
6.954000    0.53    0.54    0.03
6.955000    0.53    0.55    0.04
6.956000    0.53    0.57    0.05
6.957000    0.55    0.59    0.05
6.958000    0.57    0.61    0.06
6.959000    0.57    0.60    0.06
6.960000    0.55    0.59    0.05
6.961000    0.53    0.56    0.06
6.962000    0.51    0.54    0.06
6.963000    0.48    0.51    0.06
6.964000    0.44    0.46    0.06
6.965000    0.40    0.42    0.04
6.966000    0.37    0.38    0.04
6.967000    0.33    0.33    0.04
6.968000    0.30    0.31    0.04
6.969000    0.28    0.31    0.05
6.970000    0.27    0.31    0.07
6.971000    0.26    0.30    0.07
6.972000    0.25    0.29    0.07
6.973000    0.24    0.28    0.06
6.974000    0.25    0.29    0.06
6.975000    0.25    0.28    0.06
6.976000    0.24    0.27    0.06
6.977000    0.22    0.25    0.06
6.978000    0.20    0.23    0.06
6.979000    0.19    0.23    0.06
6.980000    0.22    0.26    0.06
6.981000    0.25    0.29    0.05
6.982000    0.27    0.30    0.06
6.983000    0.28    0.31    0.05
6.984000    0.28    0.31    0.05
6.985000    0.28    0.31    0.06
6.986000    0.26    0.30    0.06
6.987000    0.24    0.27    0.05
6.988000    0.22    0.23    0.04
6.989000    0.21    0.22    0.03
6.990000    0.21    0.22    0.02
6.991000    0.21    0.20    0.02
6.992000    0.19    0.18    0.02
6.993000    0.16    0.15    0.02
6.994000    0.15    0.13    0.02
6.995000    0.14    0.15    0.03
6.996000    0.17    0.19    0.04
6.997000    0.20    0.22    0.05
6.998000    0.20    0.23    0.05
6.999000    0.18    0.21    0.06
7.000000    0.15    0.18    0.06
7.001000    0.12    0.14    0.06
7.002000    0.10    0.13    0.06
7.003000    0.12    0.14    0.06
7.004000    0.12    0.15    0.06
7.005000    0.12    0.13    0.05
7.006000    0.11    0.12    0.04
7.007000    0.07    0.09    0.05
7.008000    0.03    0.05    0.05
7.009000    0.02    0.05    0.06
7.010000    0.03    0.06    0.07
7.011000   -0.00    0.03    0.07
7.012000   -0.05   -0.02    0.06
7.013000   -0.11   -0.07    0.07
7.014000   -0.13   -0.10    0.06
7.015000   -0.16   -0.13    0.06
7.016000   -0.21   -0.18    0.06
7.017000   -0.26   -0.24    0.05
7.018000   -0.30   -0.30    0.04
7.019000   -0.33   -0.33    0.03
7.020000   -0.35   -0.35    0.04
7.021000   -0.37   -0.37    0.04
7.022000   -0.38   -0.37    0.04
7.023000   -0.35   -0.34    0.05
7.024000   -0.33   -0.32    0.04
7.025000   -0.31   -0.29    0.05
7.026000   -0.30   -0.28    0.05
7.027000   -0.31   -0.29    0.05
7.028000   -0.31   -0.28    0.06
7.029000   -0.31   -0.29    0.06
7.030000   -0.33   -0.32    0.05
7.031000   -0.35   -0.36    0.03
7.032000   -0.37   -0.39    0.02
7.033000   -0.42   -0.44    0.02
7.034000   -0.45   -0.48    0.01
7.035000   -0.49   -0.52    0.01
7.036000   -0.51   -0.54    0.01
7.037000   -0.52   -0.54    0.02
7.038000   -0.52   -0.54    0.02
7.039000   -0.52   -0.53    0.03
7.040000   -0.51   -0.51    0.03
7.041000   -0.52   -0.52    0.04
7.042000   -0.51   -0.51    0.04
7.043000   -0.50   -0.49    0.05
7.044000   -0.49   -0.48    0.05
7.045000   -0.47   -0.46    0.05
7.046000   -0.47   -0.46    0.04
7.047000   -0.47   -0.46    0.05
7.048000   -0.49   -0.47    0.05
7.049000   -0.49   -0.46    0.06
7.050000   -0.49   -0.46    0.06
7.051000   -0.49   -0.47    0.06
7.052000   -0.51   -0.49    0.05
7.053000   -0.53   -0.53    0.04
7.054000   -0.56   -0.55    0.04
7.055000   -0.56   -0.56    0.04
7.056000   -0.58   -0.57    0.05
7.057000   -0.60   -0.59    0.05
7.058000   -0.62   -0.61    0.05
7.059000   -0.65   -0.64    0.05
7.060000   -0.66   -0.66    0.04
7.061000   -0.65   -0.64    0.04
7.062000   -0.64   -0.64    0.04
7.063000   -0.63   -0.63    0.04
7.064000   -0.62   -0.62    0.04
7.065000   -0.59   -0.59    0.04
7.066000   -0.56   -0.55    0.04
7.067000   -0.54   -0.53    0.05
7.068000   -0.56   -0.54    0.05
7.069000   -0.57   -0.56    0.05
7.070000   -0.59   -0.58    0.05
7.071000   -0.63   -0.61    0.06
7.072000   -0.66   -0.64    0.06
7.073000   -0.66   -0.64    0.06
7.074000   -0.62   -0.61    0.06
7.075000   -0.58   -0.57    0.05
7.076000   -0.57   -0.55    0.05
7.077000   -0.55   -0.53    0.06
7.078000   -0.53   -0.52    0.05
7.079000   -0.53   -0.50    0.05
7.080000   -0.51   -0.51    0.04
7.081000   -0.52   -0.52    0.04
7.082000   -0.54   -0.54    0.03
7.083000   -0.53   -0.53    0.04
7.084000   -0.51   -0.50    0.04
7.085000   -0.47   -0.46    0.05
7.086000   -0.43   -0.42    0.05
7.087000   -0.41   -0.39    0.05
7.088000   -0.40   -0.38    0.06
7.089000   -0.38   -0.36    0.06
7.090000   -0.38   -0.35    0.06
7.091000   -0.37   -0.33    0.07
7.092000   -0.36   -0.32    0.07
7.093000   -0.37   -0.33    0.06
7.094000   -0.37   -0.34    0.05
7.095000   -0.38   -0.36    0.05
7.096000   -0.40   -0.38    0.05
7.097000   -0.43   -0.41    0.05
7.098000   -0.45   -0.44    0.04
7.099000   -0.47   -0.46    0.04
7.100000   -0.48   -0.48    0.03
7.101000   -0.49   -0.48    0.04
7.102000   -0.46   -0.45    0.04
7.103000   -0.41   -0.41    0.04
7.104000   -0.37   -0.37    0.04
7.105000   -0.36   -0.35    0.03
7.106000   -0.35   -0.35    0.04
7.107000   -0.36   -0.36    0.04
7.108000   -0.39   -0.38    0.04
7.109000   -0.43   -0.43    0.04
7.110000   -0.46   -0.46    0.04
7.111000   -0.49   -0.50    0.03
7.112000   -0.53   -0.54    0.02
7.113000   -0.56   -0.58    0.02
7.114000   -0.56   -0.59    0.01
7.115000   -0.55   -0.58    0.01
7.116000   -0.53   -0.55    0.01
7.117000   -0.51   -0.52    0.02
7.118000   -0.51   -0.52    0.02
7.119000   -0.53   -0.55    0.02
7.120000   -0.58   -0.59    0.02
7.121000   -0.58   -0.61    0.01
7.122000   -0.55   -0.58    0.01
7.123000   -0.53   -0.56    0.01
7.124000   -0.52   -0.55    0.01
7.125000   -0.52   -0.54    0.01
7.126000   -0.54   -0.55    0.02
7.127000   -0.55   -0.56    0.03
7.128000   -0.53   -0.53    0.03
7.129000   -0.52   -0.53    0.02
7.130000   -0.53   -0.55    0.02
7.131000   -0.56   -0.57    0.02
7.132000   -0.58   -0.58    0.03
7.133000   -0.55   -0.56    0.03
7.134000   -0.49   -0.50    0.03
7.135000   -0.46   -0.46    0.02
7.136000   -0.48   -0.48    0.03
7.137000   -0.51   -0.52    0.03
7.138000   -0.54   -0.55    0.02
7.139000   -0.55   -0.57    0.02
7.140000   -0.54   -0.56    0.01
7.141000   -0.53   -0.56   -0.00
7.142000   -0.53   -0.57   -0.01
7.143000   -0.53   -0.58   -0.01
7.144000   -0.53   -0.58   -0.02
7.145000   -0.51   -0.56   -0.02
7.146000   -0.47   -0.52   -0.01
7.147000   -0.42   -0.46   -0.01
7.148000   -0.40   -0.44    0.00
7.149000   -0.41   -0.45    0.00
7.150000   -0.45   -0.49    0.00
7.151000   -0.51   -0.54    0.01
7.152000   -0.57   -0.60    0.02
7.153000   -0.63   -0.64    0.02
7.154000   -0.67   -0.70    0.03
7.155000   -0.72   -0.74    0.02
7.156000   -0.76   -0.78    0.03
7.157000   -0.73   -0.74    0.03
7.158000   -0.66   -0.66    0.03
7.159000   -0.60   -0.60    0.03
7.160000   -0.58   -0.58    0.04
7.161000   -0.55   -0.55    0.03
7.162000   -0.51   -0.52    0.03
7.163000   -0.47   -0.49    0.03
7.164000   -0.47   -0.49    0.02
7.165000   -0.47   -0.49    0.01
7.166000   -0.48   -0.50    0.01
7.167000   -0.51   -0.54    0.01
7.168000   -0.56   -0.58    0.02
7.169000   -0.60   -0.62    0.03
7.170000   -0.64   -0.66    0.02
7.171000   -0.68   -0.71    0.02
7.172000   -0.70   -0.73    0.02
7.173000   -0.69   -0.71    0.01
7.174000   -0.61   -0.62    0.01
7.175000   -0.51   -0.53    0.01
7.176000   -0.44   -0.45    0.02
7.177000   -0.40   -0.40    0.03
7.178000   -0.37   -0.38    0.03
7.179000   -0.40   -0.41    0.03
7.180000   -0.45   -0.45    0.02
7.181000   -0.50   -0.52    0.02
7.182000   -0.55   -0.57    0.03
7.183000   -0.59   -0.61    0.02
7.184000   -0.60   -0.64    0.01
7.185000   -0.62   -0.65    0.01
7.186000   -0.65   -0.68    0.01
7.187000   -0.68   -0.70    0.02
7.188000   -0.72   -0.73    0.04
7.189000   -0.75   -0.76    0.04
7.190000   -0.77   -0.78    0.04
7.191000   -0.74   -0.75    0.03
7.192000   -0.63   -0.64    0.02
7.193000   -0.49   -0.50    0.02
7.194000   -0.38   -0.40    0.02
7.195000   -0.32   -0.33    0.02
7.196000   -0.32   -0.33    0.03
7.197000   -0.33   -0.33    0.03
7.198000   -0.32   -0.33    0.03
7.199000   -0.32   -0.34    0.02
7.200000   -0.37   -0.39    0.02
7.201000   -0.43   -0.45    0.02
7.202000   -0.48   -0.51    0.02
7.203000   -0.55   -0.58    0.02
7.204000   -0.62   -0.66    0.02
7.205000   -0.68   -0.72    0.01
7.206000   -0.68   -0.73   -0.00
7.207000   -0.64   -0.68   -0.01
7.208000   -0.57   -0.60    0.01
7.209000   -0.50   -0.52    0.01
7.210000   -0.45   -0.46    0.02
7.211000   -0.42   -0.43    0.02
7.212000   -0.39   -0.39    0.02
7.213000   -0.37   -0.37    0.03
7.214000   -0.33   -0.34    0.02
7.215000   -0.33   -0.34    0.01
7.216000   -0.35   -0.38   -0.00
7.217000   -0.37   -0.41   -0.01
7.218000   -0.37   -0.42   -0.02
7.219000   -0.37   -0.43   -0.03
7.220000   -0.36   -0.42   -0.03
7.221000   -0.35   -0.42   -0.03
7.222000   -0.38   -0.45   -0.03
7.223000   -0.38   -0.45   -0.03
7.224000   -0.37   -0.43   -0.02
7.225000   -0.35   -0.43   -0.03
7.226000   -0.34   -0.41   -0.03
7.227000   -0.31   -0.37   -0.03
7.228000   -0.25   -0.32   -0.03
7.229000   -0.23   -0.30   -0.03
7.230000   -0.25   -0.32   -0.03
7.231000   -0.29   -0.36   -0.03
7.232000   -0.33   -0.40   -0.03
7.233000   -0.35   -0.41   -0.02
7.234000   -0.37   -0.43   -0.02
7.235000   -0.39   -0.45   -0.02
7.236000   -0.40   -0.46   -0.02
7.237000   -0.38   -0.43   -0.02
7.238000   -0.34   -0.40   -0.02
7.239000   -0.30   -0.35   -0.02
7.240000   -0.26   -0.32   -0.02
7.241000   -0.25   -0.31   -0.03
7.242000   -0.26   -0.32   -0.03
7.243000   -0.26   -0.34   -0.04
7.244000   -0.22   -0.30   -0.04
7.245000   -0.18   -0.26   -0.05
7.246000   -0.10   -0.17   -0.04
7.247000    0.00   -0.06   -0.04
7.248000    0.03   -0.04   -0.05
7.249000    0.00   -0.07   -0.04
7.250000   -0.02   -0.11   -0.05
7.251000   -0.07   -0.15   -0.05
7.252000   -0.13   -0.22   -0.05
7.253000   -0.21   -0.28   -0.04
7.254000   -0.29   -0.35   -0.03
7.255000   -0.32   -0.39   -0.03
7.256000   -0.29   -0.36   -0.04
7.257000   -0.25   -0.32   -0.04
7.258000   -0.23   -0.30   -0.03
7.259000   -0.23   -0.30   -0.03
7.260000   -0.27   -0.33   -0.02
7.261000   -0.28   -0.34   -0.01
7.262000   -0.27   -0.32   -0.01
7.263000   -0.30   -0.36   -0.02
7.264000   -0.36   -0.43   -0.02
7.265000   -0.41   -0.46   -0.01
7.266000   -0.39   -0.44   -0.01
7.267000   -0.33   -0.38   -0.00
7.268000   -0.28   -0.33   -0.01
7.269000   -0.26   -0.30   -0.00
7.270000   -0.26   -0.30    0.00
7.271000   -0.23   -0.26   -0.00
7.272000   -0.19   -0.23   -0.01
7.273000   -0.17   -0.23   -0.02
7.274000   -0.16   -0.22   -0.03
7.275000   -0.16   -0.22   -0.03
7.276000   -0.16   -0.22   -0.03
7.277000   -0.18   -0.25   -0.03
7.278000   -0.27   -0.34   -0.03
7.279000   -0.37   -0.44   -0.03
7.280000   -0.44   -0.51   -0.03
7.281000   -0.46   -0.53   -0.03
7.282000   -0.43   -0.49   -0.02
7.283000   -0.37   -0.42   -0.02
7.284000   -0.31   -0.36   -0.01
7.285000   -0.30   -0.34   -0.01
7.286000   -0.29   -0.33   -0.02
7.287000   -0.27   -0.32   -0.02
7.288000   -0.26   -0.32   -0.02
7.289000   -0.21   -0.25   -0.02
7.290000   -0.13   -0.18   -0.02
7.291000   -0.08   -0.12   -0.02
7.292000   -0.03   -0.07   -0.02
7.293000    0.03   -0.02   -0.03
7.294000    0.10    0.05   -0.03
7.295000    0.18    0.12   -0.04
7.296000    0.26    0.20   -0.04
7.297000    0.31    0.26   -0.03
7.298000    0.32    0.28   -0.02
7.299000    0.31    0.28   -0.02
7.300000    0.35    0.32   -0.01
7.301000    0.42    0.39   -0.00
7.302000    0.46    0.44    0.01
7.303000    0.53    0.51    0.00
7.304000    0.62    0.61    0.00
7.305000    0.71    0.71    0.01
7.306000    0.79    0.79    0.02
7.307000    0.83    0.85    0.04
7.308000    0.90    0.94    0.06
7.309000    0.99    1.04    0.06
7.310000    1.05    1.10    0.07
7.311000    1.07    1.12    0.06
7.312000    1.06    1.10    0.05
7.313000    1.06    1.08    0.04
7.314000    1.04    1.05    0.02
7.315000    1.02    1.01    0.00
7.316000    0.98    0.96    0.00
7.317000    0.95    0.93   -0.00
7.318000    0.91    0.87   -0.01
7.319000    0.85    0.81   -0.02
7.320000    0.79    0.73   -0.04
7.321000    0.77    0.69   -0.06
7.322000    0.79    0.70   -0.07
7.323000    0.84    0.74   -0.08
7.324000    0.90    0.81   -0.07
7.325000    0.93    0.86   -0.06
7.326000    0.95    0.89   -0.04
7.327000    0.98    0.94   -0.03
7.328000    1.00    0.97   -0.02
7.329000    1.02    1.00   -0.00
7.330000    1.06    1.04    0.00
7.331000    1.11    1.11    0.00
7.332000    1.17    1.17   -0.00
7.333000    1.22    1.21   -0.00
7.334000    1.29    1.27   -0.01
7.335000    1.38    1.37   -0.00
7.336000    1.46    1.46    0.01
7.337000    1.51    1.53    0.03
7.338000    1.55    1.60    0.06
7.339000    1.58    1.67    0.10
7.340000    1.57    1.72    0.15
7.341000    1.56    1.76    0.21
7.342000    1.56    1.84    0.29
7.343000    1.57    1.93    0.36
7.344000    1.56    2.00    0.44
7.345000    1.55    2.07    0.53
7.346000    1.54    2.16    0.62
7.347000    1.54    2.26    0.72
7.348000    1.52    2.35    0.82
7.349000    1.49    2.39    0.91
7.350000    1.46    2.45    0.98
7.351000    1.46    2.52    1.06
7.352000    1.49    2.61    1.12
7.353000    1.48    2.66    1.17
7.354000    1.45    2.67    1.20
7.355000    1.38    2.63    1.24
7.356000    1.28    2.55    1.26
7.357000    1.18    2.45    1.26
7.358000    1.07    2.33    1.24
7.359000    0.98    2.21    1.21
7.360000    0.93    2.11    1.17
7.361000    0.88    2.03    1.14
7.362000    0.85    1.96    1.10
7.363000    0.82    1.89    1.06
7.364000    0.80    1.84    1.03
7.365000    0.78    1.79    0.99
7.366000    0.75    1.71    0.96
7.367000    0.69    1.62    0.92
7.368000    0.66    1.55    0.89
7.369000    0.64    1.51    0.87
7.370000    0.64    1.49    0.85
7.371000    0.65    1.48    0.83
7.372000    0.66    1.47    0.80
7.373000    0.70    1.48    0.76
7.374000    0.73    1.47    0.73
7.375000    0.74    1.45    0.70
7.376000    0.71    1.38    0.67
7.377000    0.68    1.31    0.63
7.378000    0.65    1.24    0.59
7.379000    0.62    1.16    0.55
7.380000    0.58    1.08    0.51
7.381000    0.57    1.04    0.47
7.382000    0.58    1.01    0.44
7.383000    0.56    0.96    0.41
7.384000    0.55    0.90    0.37
7.385000    0.54    0.85    0.32
7.386000    0.55    0.82    0.29
7.387000    0.57    0.82    0.26
7.388000    0.61    0.84    0.24
7.389000    0.65    0.86    0.22
7.390000    0.67    0.86    0.20
7.391000    0.68    0.86    0.18
7.392000    0.70    0.85    0.16
7.393000    0.70    0.83    0.13
7.394000    0.71    0.81    0.11
7.395000    0.71    0.79    0.09
7.396000    0.72    0.78    0.06
7.397000    0.75    0.78    0.04
7.398000    0.77    0.79    0.02
7.399000    0.78    0.77   -0.00
7.400000    0.77    0.75   -0.01
7.401000    0.74    0.71   -0.02
7.402000    0.71    0.66   -0.04
7.403000    0.68    0.61   -0.05
7.404000    0.66    0.59   -0.06
7.405000    0.66    0.57   -0.08
7.406000    0.67    0.57   -0.09
7.407000    0.69    0.58   -0.10
7.408000    0.70    0.59   -0.10
7.409000    0.72    0.61   -0.10
7.410000    0.75    0.63   -0.10
7.411000    0.75    0.64   -0.10
7.412000    0.75    0.64   -0.10
7.413000    0.74    0.62   -0.11
7.414000    0.73    0.60   -0.11
7.415000    0.71    0.58   -0.11
7.416000    0.69    0.56   -0.11
7.417000    0.68    0.56   -0.11
7.418000    0.68    0.55   -0.11
7.419000    0.67    0.54   -0.11
7.420000    0.65    0.52   -0.11
7.421000    0.63    0.50   -0.11
7.422000    0.63    0.49   -0.11
7.423000    0.62    0.49   -0.11
7.424000    0.61    0.48   -0.11
7.425000    0.57    0.44   -0.11
7.426000    0.56    0.43   -0.10
7.427000    0.56    0.44   -0.10
7.428000    0.55    0.43   -0.09
7.429000    0.53    0.40   -0.10
7.430000    0.50    0.38   -0.09
7.431000    0.50    0.39   -0.09
7.432000    0.51    0.39   -0.10
7.433000    0.51    0.39   -0.10
7.434000    0.52    0.41   -0.09
7.435000    0.51    0.42   -0.08
7.436000    0.50    0.41   -0.07
7.437000    0.48    0.38   -0.08
7.438000    0.45    0.34   -0.09
7.439000    0.41    0.29   -0.11
7.440000    0.37    0.24   -0.11
7.441000    0.35    0.22   -0.11
7.442000    0.37    0.23   -0.11
7.443000    0.36    0.22   -0.11
7.444000    0.36    0.23   -0.11
7.445000    0.37    0.24   -0.11
7.446000    0.37    0.23   -0.11
7.447000    0.38    0.25   -0.11
7.448000    0.41    0.27   -0.12
7.449000    0.43    0.29   -0.12
7.450000    0.43    0.29   -0.12
7.451000    0.43    0.28   -0.12
7.452000    0.42    0.28   -0.12
7.453000    0.43    0.30   -0.10
7.454000    0.42    0.30   -0.10
7.455000    0.42    0.30   -0.09
7.456000    0.39    0.28   -0.09
7.457000    0.39    0.28   -0.09
7.458000    0.40    0.30   -0.08
7.459000    0.40    0.30   -0.08
7.460000    0.39    0.29   -0.08
7.461000    0.38    0.26   -0.08
7.462000    0.36    0.25   -0.08
7.463000    0.34    0.22   -0.09
7.464000    0.32    0.21   -0.09
7.465000    0.30    0.19   -0.08
7.466000    0.27    0.17   -0.07
7.467000    0.26    0.15   -0.07
7.468000    0.25    0.16   -0.07
7.469000    0.26    0.17   -0.06
7.470000    0.27    0.17   -0.07
7.471000    0.26    0.14   -0.09
7.472000    0.20    0.07   -0.10
7.473000    0.17    0.03   -0.11
7.474000    0.17    0.03   -0.12
7.475000    0.18    0.04   -0.11
7.476000    0.21    0.08   -0.11
7.477000    0.23    0.11   -0.10
7.478000    0.24    0.12   -0.10
7.479000    0.21    0.08   -0.10
7.480000    0.15    0.02   -0.11
7.481000    0.12   -0.03   -0.12
7.482000    0.09   -0.07   -0.13
7.483000    0.05   -0.12   -0.14
7.484000    0.02   -0.13   -0.13
7.485000    0.01   -0.13   -0.11
7.486000    0.02   -0.10   -0.10
7.487000    0.05   -0.06   -0.09
7.488000    0.09   -0.02   -0.08
7.489000    0.12    0.01   -0.08
7.490000    0.13    0.02   -0.08
7.491000    0.12    0.01   -0.07
7.492000    0.09   -0.01   -0.08
7.493000    0.07   -0.03   -0.08
7.494000    0.07   -0.03   -0.07
7.495000    0.08   -0.03   -0.07
7.496000    0.08   -0.03   -0.07
7.497000    0.06   -0.06   -0.08
7.498000    0.01   -0.11   -0.09
7.499000   -0.02   -0.14   -0.09
7.500000   -0.05   -0.17   -0.09
7.501000   -0.08   -0.19   -0.08
7.502000   -0.11   -0.23   -0.08
7.503000   -0.13   -0.26   -0.09
7.504000   -0.17   -0.30   -0.10
7.505000   -0.21   -0.35   -0.10
7.506000   -0.24   -0.38   -0.10
7.507000   -0.28   -0.42   -0.10
7.508000   -0.31   -0.45   -0.11
7.509000   -0.32   -0.47   -0.11
7.510000   -0.34   -0.50   -0.12
7.511000   -0.37   -0.52   -0.11
7.512000   -0.42   -0.56   -0.11
7.513000   -0.48   -0.61   -0.10
7.514000   -0.53   -0.65   -0.08
7.515000   -0.58   -0.70   -0.08
7.516000   -0.60   -0.72   -0.08
7.517000   -0.61   -0.73   -0.08
7.518000   -0.61   -0.73   -0.08
7.519000   -0.62   -0.73   -0.08
7.520000   -0.62   -0.73   -0.08
7.521000   -0.63   -0.74   -0.08
7.522000   -0.64   -0.75   -0.08
7.523000   -0.66   -0.77   -0.08
7.524000   -0.68   -0.79   -0.07
7.525000   -0.69   -0.80   -0.07
7.526000   -0.70   -0.82   -0.07
7.527000   -0.71   -0.84   -0.08
7.528000   -0.72   -0.84   -0.08
7.529000   -0.71   -0.83   -0.07
7.530000   -0.71   -0.82   -0.06
7.531000   -0.71   -0.81   -0.06
7.532000   -0.72   -0.82   -0.06
7.533000   -0.74   -0.83   -0.05
7.534000   -0.75   -0.85   -0.05
7.535000   -0.77   -0.87   -0.05
7.536000   -0.80   -0.90   -0.05
7.537000   -0.82   -0.91   -0.05
7.538000   -0.84   -0.94   -0.05
7.539000   -0.89   -0.99   -0.05
7.540000   -0.94   -1.04   -0.06
7.541000   -0.98   -1.08   -0.05
7.542000   -0.99   -1.09   -0.05
7.543000   -0.99   -1.08   -0.05
7.544000   -0.98   -1.08   -0.04
7.545000   -0.97   -1.08   -0.06
7.546000   -0.95   -1.07   -0.07
7.547000   -0.94   -1.05   -0.07
7.548000   -0.92   -1.04   -0.08
7.549000   -0.91   -1.03   -0.08
7.550000   -0.92   -1.03   -0.06
7.551000   -0.96   -1.06   -0.06
7.552000   -1.00   -1.09   -0.05
7.553000   -1.01   -1.11   -0.05
7.554000   -1.02   -1.11   -0.05
7.555000   -1.03   -1.13   -0.05
7.556000   -1.04   -1.13   -0.05
